actor_1_name,actor_2_name,actor_3_name,director_name,genres,gross,budget,imdb_score 
Topher Grace,Ellen Burstyn,Christopher Heyerdahl,Jason Stone,Thriller,,,5.8
Nicole Smolen,Sebastian Aguilar,Ivette Alvarez,Jaco Booyens,Drama|Thriller,,2500000,6.9
Henry Thomas,Louise Fletcher,A.J. Buckley,Michael Landon Jr.,Drama,379643,2200000,5.9
Alexa PenaVega,Delroy Lindo,Madison Pettis,Jon Gunn,Drama,12985267,2300000,5.9
Brian Austin Green,Kayla Ewell,Linden Ashby,Hayley Cloake,Thriller,,2200000,4.3
Jessica Lowndes,Ethan Peck,Brad Schmidt,Shyam Madiraju,Drama|Thriller,,,4.8
Saeed Jaffrey,Zohra Segal,Shobu Kapoor,Harmage Singh Kalirai,Comedy|Drama|Romance,,1200000,5.8
Ryan Guzman,James Wolk,Jason Ritter,Rita Merson,Comedy|Music|Romance,,2400000,5.3
Rachel Skarsten,Daniel Kash,Stefanie Drummond,Jon Knautz,Action|Comedy|Horror,,2500000,6.0
Kelli Garner,Nick Stahl,Brad Renfro,Larry Clark,Biography|Crime|Drama,510092,,7.0
Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,Petter Næss,Comedy|Drama,313436,15500000,7.6
Michael Derek,Arturo Castro,Brad Lee Wind,Robert Fontaine,Crime|Drama,3330,2100000,7.2
Manuela Velasco,Pablo Rosso,Carlos Lasarte,Jaume Balagueró,Horror,,1500000,7.5
Rosie Perez,Martha Higareda,Cheyenne Haynes,Patricia Cardoso,Drama,,2100000,6.3
Travis Myers,David Proval,Carmen Argenziano,Dan Perri,Comedy|Drama|Mystery|Romance|Thriller,,2100000,6.7
Walter Hendrix III,Michael Chapman,Louise Brealey,Neil Mcenery-West,Horror|Sci-Fi|Thriller,,,4.8
James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,Anthony O'Brien,Adventure|Drama|Western,,2100000,5.5
Maika Monroe,Ruby Harris,Jake Weary,David Robert Mitchell,Horror|Mystery,14673301,2000000,6.9
Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,Chris Kentis,Drama|Horror|Mystery|Thriller,12555230,2000000,5.3
Sebastian Koch,Ulrich Mühe,Martina Gedeck,Florian Henckel von Donnersmarck,Drama|Thriller,11284657,2000000,8.5
Ben Davies,Alex Kendrick,T.C. Stallings,Alex Kendrick,Drama,34522221,2000000,7.0
Michel Robin,Charles Linton,Béatrice Bonifassi,Sylvain Chomet,Animation|Comedy|Drama,7002255,9500000,7.8
Josh Hutcherson,James Urbaniak,Daniel Tay,Shari Springer Berman,Biography|Comedy|Drama,6003587,,7.5
Vernon Dobtcheff,Albert Delpy,Marie Pillet,Richard Linklater,Drama|Romance,5792822,2700000,8.0
Adriana Barraza,Jorge Salinas,Goya Toledo,Alejandro G. Iñárritu,Drama|Thriller,5383834,2000000,8.1
Holly Hunter,Sarah Clarke,Kip Pardue,Catherine Hardwicke,Drama,4599680,1500000,6.8
Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,Debra Granik,Drama,6531491,2000000,7.2
Nicholas Aaron,Brendan Mackey,Joe Simpson,Kevin Macdonald,Adventure|Documentary|Drama|Sport,4581222,,8.1
Najarra Townsend,Brad William Henke,Miranda July,Miranda July,Comedy|Drama,3885134,2000000,7.4
Matt Damon,George W. Bush,Barney Frank,Charles Ferguson,Crime|Documentary,4311834,,8.3
Vanessa Lengies,Emily Ratajkowski,Jonny Weston,Max Joseph,Drama|Music|Romance,3590010,2000000,6.1
J.K. Simmons,Christian Bale,Noel Gugliemi,David Ayer,Action|Crime|Drama|Thriller,3335839,2000000,7.0
David Oyelowo,Leonor Varela,Sydelle Noel,Jerry Jameson,Crime|Drama|Thriller,2557668,2000000,5.3
Julia Roberts,Enrico Colantoni,Blair Underwood,Steven Soderbergh,Comedy|Romance,2506446,2000000,4.7
Sook-Yin Lee,Peter Stickles,Raphael Barker,John Cameron Mitchell,Comedy|Drama|Romance,1984378,2000000,6.5
Ari Folman,Ronny Dayag,Zahava Solomon,Ari Folman,Animation|Biography|Documentary|Drama|History|War,2283276,1500000,8.0
Noah Danby,Kirby Heyborne,Bruce Newbold,Gary Rogers,Adventure,1098224,2000000,3.3
Campbell Scott,Dick Cheney,Donald Rumsfeld,Charles Ferguson,Documentary|War,1430185,2000000,8.3
Alexander Skarsgård,David Fine,Austin Lyon,Marielle Heller,Drama|Romance,1477002,2000000,6.9
John F. Kennedy,Buzz Aldrin,Neil Armstrong,David Sington,Documentary|History,1134049,2000000,8.1
Bruce Greenwood,Zoe Kazan,Shirley Henderson,Kelly Reichardt,Drama|Western,977600,,6.5
Hugh M. Hefner,Bill Maher,Linda Lovelace,Fenton Bailey,Biography|Documentary|History,653621,2000000,6.8
Danny Aiello,Manny Perez,Ajay Naidu,Bob Giraldi,Crime|Drama|Romance,110000,,7.3
Matt Bennett,Krysta Rodriguez,Zack Pearlman,Huck Botko,Comedy,535249,3400000,4.6
Robin Williams,Mark Margolis,Frank Langella,David Duchovny,Comedy|Drama,371081,6000000,7.0
Jess Weixler,Nathan Parsons,John Hensley,Mitchell Lichtenstein,Comedy|Fantasy|Horror|Thriller,347578,,5.4
Karisma Kapoor,Bobby Deol,Shakti Kapoor,Kundan Shah,Action|Comedy|Romance|Thriller,,,2.8
Paul Kaye,Neil Maskell,Kate Magowan,Michael Dowse,Biography|Comedy|Drama|Music,120620,,7.4
Peter Dinklage,Steve Buscemi,Romany Malco,Hue Rhodes,Comedy|Drama,100669,3800000,5.8
Jeremy Irvine,Caleb Landry Jones,Matt Craven,Roland Emmerich,Drama,186354,13500000,4.5
Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,Jugal Hansraj,Animation|Comedy|Family|Romance,55202,,5.3
Vincent Pastore,Frank Vincent,Chuck Zito,Danny Provenzano,Crime|Drama,,,5.4
Alex Kendrick,Jansen Panettiere,Tiya Sircar,Bill Muir,Adventure|Family|Fantasy,549632,,4.8
Anna Kendrick,Jeremy Jordan,Charly Bivona,Richard LaGravenese,Comedy|Drama|Musical|Romance,137945,,5.9
Merritt Wever,Amy Ryan,Paul Adelstein,Noah Buschel,Drama,17580,1500000,6.2
Jason Statham,Chris Evans,Dane Cook,Hunter Richards,Drama|Romance,12667,14000,6.6
Brad William Henke,Kate Burton,Michelle Hurst,Laurie Collyer,Drama,198407,2000000,6.6
Martin Starr,Megan Mullally,Chris Penn,Bruce McCulloch,Comedy|Crime,13973532,25000000,5.1
Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,Aaron Hann,Drama|Horror|Mystery|Sci-Fi|Thriller,,,6.0
Michael Fassbender,Jack O'Connell,Lorraine Stanley,James Watkins,Horror|Thriller,5824,,6.8
Frances Fisher,James Kyson,Marlene Forte,Catherine Hardwicke,Thriller,2843,,5.4
MyAnna Buring,James Corden,Silvia Colloca,Phil Claydon,Action|Comedy|Fantasy|Horror,,,5.2
Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,Ralph Ziman,Action|Crime|Drama,4958,2000000,7.8
Colin Salmon,Lee Evans,Ian McNeice,John Simpson,Crime|Drama|Thriller,,2000000,6.4
Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,Colin Minihan,Horror,,100000,6.1
Peter McQuinn,Tommy Knight,Jemma Curran,Conor McMahon,Comedy|Horror,,,5.7
Daniel Baldwin,William Lee Scott,Marc Macaulay,Chris Shadley,Crime|Drama|Horror|Mystery|Thriller,,2000000,5.5
Alice Cooper,Tim Rice,Louis Walsh,Simon Napier-Bell,Documentary,,2000000,7.4
Paul Sheehan,Linus Roache,Kathy Uyen,Simon Yin,Thriller,13220,,3.9
Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,Jeff Crook,Action|Crime|Drama|Thriller,,2000000,4.6
Mircea Monroe,Lew Temple,Robert Pine,Dave Payne,Horror|Thriller,,2000000,4.9
Jake Gyllenhaal,M.C. Gainey,Mark Rolston,James Cox,Crime|Drama,,14000000,6.3
Noel Gugliemi,Saffron Burrows,Matt Lucas,Jonas Åkerlund,Comedy|Crime|Drama,,2000000,6.1
Sunil Narkar,Ben Schwartz,Glenn Howerton,Brad Copeland,Comedy,,2000000,6.6
Kate Maberly,Kevin McCarthy,Paul Williams,Paul Bunnell,Comedy|Fantasy|Musical|Sci-Fi,2436,2000000,5.7
Sally Hawkins,Curtiss Cook,Peter Hermann,Phil Morrison,Comedy|Drama,4556,,5.6
Jon Mack,Powers Boothe,Josh Meyers,James Cox,Comedy|Drama,,2000000,5.7
Michael Moore,Eddie Vedder,Steve Earle,Michael Moore,Documentary,,2000000,5.3
William McNamara,Kevin Alejandro,Glenn Morshower,Tanner Beard,Action|Adventure|History|Western,,2000000,4.4
Trenton Rostedt,Wray Crawford,Dave Sheridan,Scott Dow,Comedy|Horror,,1250000,3.4
Kevin Zegers,Bella Heathcote,Tom Arnold,Derick Martini,Drama|Horror|Mystery|Thriller,,2000000,4.5
Melissa Bolona,Michael Aaron Milligan,James Chalke,Jerry Dugan,Thriller,,2000000,3.4
Peter Coyote,Anthony Edwards,Jon Gries,Michael Polish,Drama|Fantasy,1420578,1900000,6.4
Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,William Kaufman,Action|Thriller,,1950000,5.2
Ryan Reynolds,Samantha Mathis,Erik Palladino,Rodrigo Cortés,Drama|Mystery|Thriller,1028658,3000000,7.0
Craig Roberts,Paddy Considine,Sally Hawkins,Richard Ayoade,Comedy|Drama|Romance,466702,,7.3
Khalid Abdalla,Ahmed Hassan,Aida Elkashef,Jehane Noujaim,Documentary|Drama|History|News,,1500000,8.1
Karl E. Landler,Lizzie Brocheré,Pierre Perrier,Pascal Arnold,Drama,18435,1400000,5.8
Chloë Grace Moretz,Judy Greer,Portia Doubleday,Kimberly Peirce,Drama|Fantasy|Horror,35266619,30000000,5.9
Lauren Gottlieb,Remo,Prabhudheva,Remo,Drama|Musical,95236,,6.4
Paul McGill,Philippe Petit,Jean-Louis Blondeau,James Marsh,Biography|Crime|Documentary|History|Thriller,2957978,1000000,7.8
Siobhan Marshall,Peter Feeney,Rachel Nash,John Laing,Drama,,,6.3
Logan Browning,Adam Ratcliffe,Faizon Love,Jamal Hill,Drama,444044,1900000,7.2
Caleb Landry Jones,Ashley Bell,Patrick Fabian,Daniel Stamm,Drama|Horror|Thriller,40990055,1800000,5.6
Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,Sam Taylor-Johnson,Biography|Drama|Music,1445366,,7.2
Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,Carlos Carrera,Drama|Romance,5709616,1800000,6.8
Quvenzhané Wallis,Gina Montana,Dwight Henry,Benh Zeitlin,Drama|Fantasy,12784397,1800000,7.3
Aidan Quinn,David Patrick Kelly,Jane Adams,Maggie Greenwald,Drama|Music,3050934,1800000,7.3
Donna Murphy,Bill Irwin,Michael Chernus,Vera Farmiga,Drama,841206,,6.3
Hansika Motwani,T.R. Silambarasan,Brahmanandam,Vijay Chandar,Comedy|Romance,,150000000,5.1
Quentin Tarantino,J.J. Abrams,Donald Trump,Morgan Spurlock,Comedy|Documentary,638476,1500000,6.6
Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,Khyentse Norbu,Adventure|Drama,505295,1800000,7.5
George Newbern,Tom Cavanagh,Cas Anvar,Tony Krantz,Horror|Thriller,,1800000,5.3
Kimberley Crossman,Luke Edwards,Bree Williamson,Mitchell Altieri,Comedy|Horror|Thriller,,,8.7
Tom Everett Scott,Keenan Tracey,Nicholas Carella,W.D. Hogan,Action|Sci-Fi,,1800000,3.4
Christian Keyes,Essence Atkins,Tatyana Ali,Corey Grant,Comedy|Drama,,1800000,5.4
James Duval,Will Estes,Nora Zehetner,Lucky McKee,Drama|Horror,145540,500000,6.7
Natasha Henstridge,CJ Adams,Erin Pitt,Richard Boddington,Adventure|Family,,2000000,4.7
Matthew Alan,Chris Cleveland,Circus-Szalewski,David Hunt,Horror,,1750000,6.3
America Ferrera,Eugenio Derbez,Kate del Castillo,Patricia Riggen,Adventure|Drama,12589108,,7.4
Tom Wilkinson,Sissy Spacek,Karen Allen,Todd Field,Crime|Drama,35918429,1700000,7.5
Sarah Butler,Chad Lindberg,Daniel Franzese,Steven R. Monroe,Horror|Thriller,92401,2000000,6.3
Paddy Considine,Natalie Press,Dean Andrews,Pawel Pawlikowski,Drama|Romance,992238,1700000,6.8
Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,Ritesh Batra,Drama|Romance,4231500,1000000,7.8
Shirley Henderson,Joan Allen,Stephanie Leonidas,Sally Potter,Drama|Romance,396035,1000000,6.9
Shawnee Smith,Michael Welch,Anthony Reynolds,Brad J. Silverman,Drama|Music,2507106,,6.1
Essence Atkins,Lamman Rucker,Tempestt Bledsoe,David M. Matthews,Crime|Drama|Thriller,2592808,,3.5
Yasmine Al Massri,Adel Karam,Nadine Labaki,Nadine Labaki,Comedy|Drama|Romance,1060591,1300000,7.2
Stephen Rea,Pixie Davies,Alejandro Furth,Lluís Quílez,Horror|Thriller,,,4.7
Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid,Eytan Fox,Comedy|Drama|Romance,155972,1500000,7.3
Annabelle Wallis,Revathy,Bhoomika Chawla,Romesh Sharma,Romance,129319,70000000,5.1
Judy Greer,Marisa Coughlan,Nicky Katt,Adam Goldberg,Drama|Mystery,2580,1650000,5.4
Dustin Ingram,Gage Golightly,Samuel Davis,Travis Zariwny,Horror,,,3.7
Ty Burrell,Kevin Zegers,Mekhi Phifer,Zack Snyder,Action|Horror|Thriller,58885635,26000000,7.4
Lew Temple,Cheryl Hines,Eddie Jemison,Adrienne Shelly,Comedy|Drama|Romance,19067631,2000000,7.1
William Baldwin,Elizabeth Meriwether,Owen Kline,Noah Baumbach,Comedy|Drama,7362100,1500000,7.4
Scott Cohen,Jennifer Westfeldt,Brian Stepanek,Charles Herman-Wurmfeld,Comedy|Drama|Romance,7022940,1000000,6.7
Honglei Sun,Ni Yan,Dahong Ni,Yimou Zhang,Comedy|Drama,190666,,5.7
Matthew Ziff,T.J. Storm,Sam Medina,John Stockwell,Action,,17000000,9.1
Lin Shaye,Barbara Hershey,Philip Friedman,James Wan,Fantasy|Horror|Mystery|Thriller,53991137,1500000,6.8
Ricardo Darín,Gastón Pauls,Leticia Brédice,Fabián Bielinsky,Crime|Drama|Thriller,1221261,1500000,7.9
Ami Ayalon,Yuval Diskin,Yaakov Peri,Dror Moreh,Documentary|War,2408553,,7.6
Beau Bridges,Susanna Thompson,Ryan McDonald,Rebecca Miller,Drama,712294,1500000,6.7
Donald Glover,Alia Shawkat,Scott Porter,Maggie Carey,Comedy|Romance,3447339,1500000,5.8
Ryan Gosling,Theresa Russell,Summer Phoenix,Henry Bean,Drama,406035,1500000,7.2
Michael Angarano,Connor Paolo,Tom Noonan,David Gordon Green,Drama|Romance,402820,,6.9
Ward G. Smith,Lisa Brave,Malone Thomas,Simeon Rice,Action|Horror|Thriller,,1500000,5.5
Paul Guilfoyle,Brendan Sexton III,Larry Fessenden,Brad Anderson,Horror|Mystery,373967,1500000,6.5
Jessy Schram,Jeff Garlin,Joey Slotnick,Jeff Garlin,Comedy|Romance,194568,1500000,6.2
Dorian Missick,Nia Long,Evan Ross,Qasim Basir,Drama|Family,,,6.7
Joel David Moore,Kane Hodder,Joel Murray,Adam Green,Comedy|Horror,,1500000,5.7
Brian Dennehy,Aidan Quinn,Bonnie Hunt,Pete Jones,Drama,119841,1500000,6.5
Ted Raimi,Dan Hicks,Timothy Patrick Quill,Bruce Campbell,Comedy|Fantasy,173066,1500000,6.3
Vivica A. Fox,Monica Calhoun,Garrett Morris,Mark Brown,Comedy|Drama,92362,1500000,4.3
Jay Mohr,Jim O'Heir,David Alan Grier,Adam Carolla,Comedy,105943,1500000,6.1
Rip Torn,Jenny O'Hara,Darren E. Burrows,Ira Sachs,Drama|Music|Romance,,1500000,6.0
Brian Lee Franklin,John Arcilla,Ronnie Lazaro,John Sayles,Drama|War,183490,1700000,5.8
Stephen McHattie,Georgina Reilly,Boyd Banks,Bruce McDonald,Fantasy|Horror,3478,1500000,6.7
Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence,James Mottern,Drama,52166,2000000,6.7
Angela Sarafyan,Jaime Zevallos,Michael Elian,Jaime Zevallos,Comedy|Drama|Romance,,1500000,7.6
Sid Haig,Dee Wallace,Michael Berryman,Rob Zombie,Drama|Fantasy|Horror|Thriller,1163508,2500000,5.1
Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes,Gerard Johnstone,Comedy|Horror|Mystery,,350000,6.8
Lee Scott,Jon Hunter,Matt Hunter,Robert Greenwald,Documentary,,1500000,6.8
Nicole Muñoz,Sarah Lind,Kyla Wise,David Ray,Drama|Fantasy|Romance,,1500000,6.8
Chazz Palminteri,Michael Rapaport,Paul Sorvino,Dave Rodriguez,Comedy|Drama,,1500000,6.3
Monica Barladeanu,Joe Armstrong,Martin Hancock,Nae Caranfil,Comedy|Drama,,5000000,7.1
Ashanti,Amber Marshall,John DeSantis,David Winning,Sci-Fi,,1500000,2.8
Brighton Sharbino,Jake Busey,Tim Guinee,Frank Lotito,Comedy|Drama|Family,,2000000,8.2
Katrina Law,Johnny Messner,Michael Paré,Timothy Woodward Jr.,Action|Crime|Thriller,,1500000,3.1
Tom Cruise,Robert Duvall,David Oyelowo,Christopher McQuarrie,Action|Crime|Mystery|Thriller,80033643,60000000,7.0
Timothy Hutton,Balthazar Getty,Lydia Hearst,Tara Subkoff,Drama|Horror|Mystery|Thriller,,1500000,3.3
Rudy Youngblood,Glen Powell,Kiowa Gordon,Russell Friedenberg,Action|Horror|Thriller,,2000000,3.6
Mía Maestro,Mercedes Morán,María Alche,Lucrecia Martel,Drama,304124,1400000,6.7
Zak Penn,Gabriel Beristain,John Bailey,Zak Penn,Adventure|Comedy|Horror,36830,1400000,6.6
Lea Thompson,Christina Moore,Cullen Douglas,Alex Ranarivelo,Drama,,2000000,4.8
Camren Bicondova,Adam DiMarco,Chasty Ballesteros,Jon Knautz,Horror|Thriller,,3150000,5.5
Mathieu Amalric,Léa Drucker,Laurent Poitrenaux,Mathieu Amalric,Crime|Romance|Thriller,231186,,6.3
Jessica Szohr,Jonathan Mangum,Angela Jones,David Worth,Horror|Thriller,,1400000,6.9
Long Nguyen,Kieu Chinh,Cat Ly,Ham Tran,Drama,638951,1592000,7.4
Stephen McHattie,Thure Lindhardt,Georgina Reilly,Boris Rodriguez,Comedy|Horror,1521,1500000,5.7
Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev,Sadyk Sher-Niyaz,Action|Biography|Drama|History,,1400000,8.7
Judy Greer,Adam Goldberg,Tony Cox,Jonathan Kesselman,Comedy,19539,1000000,6.2
Abhishek Bachchan,Uday Chopra,Samantha McLeod,Arjun Sablok,Comedy|Musical|Romance,100358,1500000,3.3
Noureen DeWulf,Bryan Callen,Matt Crabtree,Craig Moss,Comedy,,1300000,2.7
Bella Thorne,Chloe Bridges,Christopher Atkins,Tyler Oliver,Horror|Romance|Thriller,,1300000,5.2
Noel Gugliemi,Jenni Rivera,Jorge Diaz,Youssef Delara,Drama|Music,2833383,427000,5.7
Vic Mignogna,Omar Benson Miller,Anupam Kher,Deryck Broom,Animation,,15000000,3.7
Rami Malek,Elvis Nolasco,Felicia Pearson,Spike Lee,Comedy|Romance|Thriller,,1420000,4.1
Michael Emerson,Monica Potter,Shawnee Smith,James Wan,Horror|Mystery|Thriller,55153403,1200000,7.7
Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar,Jay Chandrasekhar,Comedy|Crime|Mystery,18488314,1200000,7.1
Zuhair Haddad,Harry Lennix,Ben Youcef,Giovanni Zelko,Action|Romance|Thriller,,1300000,7.6
Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo,Claudia Sainte-Luce,Comedy|Drama,11278,1300000,7.0
Keanu Reeves,Jon Hamm,Juan Riedinger,Scott Derrickson,Drama|Sci-Fi|Thriller,79363785,80000000,5.5
Naseeruddin Shah,Randeep Hooda,Lillete Dubey,Mira Nair,Comedy|Drama|Romance,13876974,7000000,7.4
Matthew Broderick,Rory Culkin,Gaby Hoffmann,Kenneth Lonergan,Drama,9180275,1200000,7.7
Bruce Willis,Morgan Freeman,Dorian Missick,Paul McGuigan,Crime|Drama|Mystery|Thriller,22494487,27000000,7.8
Vivica A. Fox,Drew Waters,Scott Elrod,David Boyd,Drama|Sport,2859955,1200000,6.0
Alex Huszar,Regina Casé,Luis Miranda,Anna Muylaert,Comedy|Drama,375723,4000000,7.9
Jason Marsden,Marshall Allman,Eric Lange,Steve Taylor,Comedy|Drama,594904,1200000,6.0
Lemmy,Coyote Shivers,Zoë Poledouris,Kurt Voss,Comedy|Music,58936,1200000,6.1
,,,Léa Pool,Documentary,24784,1200000,7.4
Robin Williams,Sarah Silverman,Jonathan Winters,James David Pasternak,Comedy|Documentary,7826,1200000,6.2
Déborah Révy,Johnny Amaro,Yassine Azzouz,Laurent Bouhnik,Drama,,1500000,5.6
Nataniel Sánchez,Antonio Arrué,Juan Carlos Montoya,Tom Sanchez,Comedy|Drama,3830,1200000,7.2
Marley Shelton,Scott Adsit,Jim Cody Williams,David Caffrey,Adventure|Comedy|Drama,,,6.1
Rich Ceraulo,Denise Boutte,Vanessa Lee Chester,Adam Jay Epstein,Comedy,,,3.8
Michael Berryman,Kristin Booth,Michael Eisner,Justin Thomas Ostensen,Thriller,,1200000,4.5
Christie Burke,Victor Zinck Jr.,Chelsey Reist,Brenton Spencer,Action|Horror|Mystery|Thriller,,1200000,3.8
William McNamara,Sabrina Carmichael,Patrick Muldoon,Jay Alaimo,Horror,,1200000,4.6
Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond,Dylan Bank,Horror,,1200000,4.2
Ryan Reynolds,Dane Cook,Vanessa Lengies,Rob McKittrick,Comedy,16101109,3000000,6.8
Paddy Considine,Gary Stretch,George Newton,Shane Meadows,Crime|Drama|Thriller,6013,695393,7.7
,,,Harry Gantz,Documentary|Drama,247740,,4.7
Sarah Murphy-Dyson,CindyMarie Small,Brent Neale,Guy Maddin,Comedy|Horror|Musical,39659,1600000,7.0
Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson,Regardt van den Bergh,Drama,,10000000,6.9
Chris Gauthier,Marilyn Norry,Eva Bourne,Panos Cosmatos,Sci-Fi|Thriller,56129,1100000,6.1
Iko Uwais,Yayan Ruhian,Donny Alamsyah,Gareth Evans,Action|Crime|Thriller,4105123,1100000,7.6
Johnny Pacar,Vernon Wells,Matthew R. Anderson,Matthew R. Anderson,Action|Horror|Sci-Fi,,1100000,3.0
Piero Maggiò,Anella Vastola,Joe Marino,Joe Marino,Horror,,1100000,2.6
Talia Zucker,Rosie Traynor,Martin Sharpe,Joel Anderson,Drama|Horror|Mystery|Thriller,,1400000,6.1
Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan,Shimit Amin,Comedy|Drama,,,7.5
Christopher Abbott,Brady Corbet,Gitte Witt,Mona Fastvold,Drama,,1100000,4.9
Shelley Hennig,Renee Olstead,Heather Sossaman,Levan Gabriadze,Horror|Mystery|Thriller,31537320,1000000,5.7
Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski,Bradley Parker,Horror|Mystery|Sci-Fi|Thriller,18112929,1000000,5.0
Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera,Harold Cronk,Drama,20773070,5000000,3.4
Julian Morris,Gary Cole,Lindy Booth,Jeff Wadlow,Drama|Horror|Mystery|Thriller,10042266,1000000,5.9
Ryan Gosling,Mike Vogel,John Doman,Derek Cianfrance,Drama|Romance,9701559,3500000,7.4
Kevin Zegers,Felicity Huffman,Paul Borghese,Duncan Tucker,Adventure|Comedy|Drama,9013113,1000000,7.4
Fernanda Andrade,Claudiu Trandafir,Brian Johnson,William Brent Bell,Horror,53245055,1000000,4.2
Billy West,Al Gore,,Davis Guggenheim,Documentary,23808111,,7.5
Mick Jagger,Keith Richards,Albert Maysles,Martin Scorsese,Biography|Documentary|Music,5355376,,7.2
Daryl Sabara,Richard Burgi,Magda Apanowicz,Eli Roth,Adventure|Horror,7186670,6000000,5.4
Juliet Stevenson,Alex Lawther,Niamh Cusack,Andrew Steggall,Drama|Family|Romance,,1100000,7.0
W. Earl Brown,Adam Arkin,Rhea Perlman,Ben Lewin,Biography|Comedy|Drama|Romance,5997134,1000000,7.2
Michael Pollan,Eric Schlosser,Barbara Kowalcyk,Robert Kenner,Documentary,4417124,,7.9
Rachel Hendrix,Robert Amaya,Jason Burkey,Andrew Erwin,Drama,5355847,,6.8
J.K. Simmons,Jennifer Garner,Rainn Wilson,Jason Reitman,Comedy|Drama|Romance,143492840,7500000,7.5
Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins,Craig Johnson,Comedy|Drama,5283379,,6.8
Christopher Abbott,Julia Garner,Brady Corbet,Sean Durkin,Drama|Mystery|Thriller,2981638,,6.9
Gaby Hoffmann,Jenny Slate,Jake Lacy,Gillian Robespierre,Comedy|Drama,3122616,,6.8
Charlie McDermott,Michael O'Keefe,Misty Upham,Courtney Hunt,Crime|Drama,2508841,1000000,7.2
Sheryl Crow,Lou Adler,Merry Clayton,Morgan Neville,Documentary|Music,4946250,1000000,7.4
Ed Begley Jr.,Phyllis Diller,Colette Divine,Chris Paine,Documentary,1677838,1000000,7.7
Justin Theroux,Nia Long,Mary McCormack,Greg Berlanti,Comedy|Drama|Romance|Sport,1744858,1000000,7.0
Daniel Roebuck,Ossie Davis,Ella Joyce,Don Coscarelli,Comedy|Fantasy|Mystery,,1000000,7.2
Odeya Rush,Dylan Minnette,Ken Marino,Rob Letterman,Adventure|Comedy|Family|Fantasy|Horror,80021740,58000000,6.4
Wilford Brimley,Frank Gerrish,Rick Macy,Richard Dutcher,Crime|Drama|Mystery,798341,1000000,7.2
Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri,Khalid Mohamed,Drama|Romance,610991,1000000,6.2
Zooey Deschanel,Paul Schneider,Shea Whigham,David Gordon Green,Drama|Romance,548712,2500000,6.9
Frances Fisher,Agnes Bruckner,A.J. Buckley,Karen Moncrieff,Drama,464126,1000000,6.7
Cheech Marin,Lupe Ontiveros,Robert Beltran,José Luis Valenzuela,Comedy|Romance,428535,1000000,3.6
James Franco,Nat Wolff,Olivia Crocicchia,Gia Coppola,Drama,750100,,6.3
Shahir Kabaha,Scandar Copti,Ranin Karim,Scandar Copti,Crime|Drama,621240,,7.4
Leslie Bibb,Patrick Fugit,Chase Ellison,Goran Dukic,Comedy|Drama|Fantasy|Romance,104077,1000000,7.4
Steven Yeun,Cara Seymour,Venida Evans,Mike Cahill,Drama|Romance|Sci-Fi,334658,,7.3
Shiri Appleby,Elden Henson,Kathleen Quinlan,Efram Potelle,Comedy|Drama|Romance,279282,1000000,6.1
Michael Imperioli,AJ Michalka,Tom McCarthy,Peter Jackson,Drama|Fantasy|Thriller,43982842,65000000,6.7
Anwar Congo,Herman Koto,Syamsul Arifin,Joshua Oppenheimer,Biography|Crime|Documentary|History,484221,1000000,8.2
Alex Gibney,George W. Bush,Greg D'Agostino,Alex Gibney,Crime|Documentary|War,274661,1000000,7.7
Pelé,Marv Albert,Ahmet Ertegun,Paul Crowder,Documentary|Sport,144431,1000000,7.3
Kumar Gaurav,Rufus Graham,Aasheekaa Bathija,Rohit Jagessar,Drama,227241,,7.4
Mira Sorvino,Fisher Stevens,Melissa Gilbert,Griffin Dunne,Comedy|Drama,112521,,5.7
Josh Swanson,Tom Hamann,Anthony Powell,Anthony Powell,Adventure|Biography|Documentary|Drama,287761,1000000,7.6
G.W. Krauss,Brian Whitaker,Jason Bateman,Kief Davidson,Documentary,100240,1000000,6.8
